#format: 词条<TAB>原型ID；行首#为注释；词条内不得含空白；最短2字符
#成长原型校准 词表资产（图纸 §3.2）。内容指纹驱动重算（D-14），无人工版本号。

# ==== STRANGER ====
网上相识	NETFRIEND
线上认识	NETFRIEND
网上聊的	NETFRIEND
网上处的	NETFRIEND
一起打游戏的	NETFRIEND
开黑队友	NETFRIEND
网络笔友	NETFRIEND
qq网友	NETFRIEND
q友	NETFRIEND
网上好友	NETFRIEND
网聊对象	NETFRIEND
网上搭子	NETFRIEND
游戏搭子	NETFRIEND
网络搭子	NETFRIEND
网上玩伴	NETFRIEND
网游好友	NETFRIEND
粉丝群友	NETFRIEND
同好网友	NETFRIEND
弹幕之交	NETFRIEND
评论区认识	NETFRIEND
直播间认识	NETFRIEND
网上偶遇	NETFRIEND
netfriend	NETFRIEND
网上处的朋友	NETFRIEND
网络相识	NETFRIEND
线上相识的人	NETFRIEND
网络点头之交	NETFRIEND

# ==== IDOL ====
偶像	IDOL
粉丝	IDOL
爱豆	IDOL
idol	IDOL
fans	IDOL
偶像和粉丝	IDOL
追星对象	IDOL
本命	IDOL
顶流	IDOL
爱慕的偶像	IDOL
崇拜的偶像	IDOL
我的偶像	IDOL
我的爱豆	IDOL
饭圈本命	IDOL
唯粉	IDOL
站姐	IDOL
后援会	IDOL
应援对象	IDOL
明星偶像	IDOL
心中的偶像	IDOL
追的星	IDOL
打call对象	IDOL
偶像与粉丝	IDOL
粉丝和偶像	IDOL
小透明粉丝	IDOL
真爱粉	IDOL
死忠粉	IDOL
脑残粉	IDOL
路人粉	IDOL
事业粉	IDOL
颜粉	IDOL
爱豆和粉丝	IDOL
偶像本命	IDOL
超级偶像	IDOL
梦中偶像	IDOL
荧幕偶像	IDOL
舞台偶像	IDOL
仰慕的明星	IDOL
追随的偶像	IDOL
粉丝身份	IDOL
追星族	IDOL
饭圈粉丝	IDOL
偶像崇拜	IDOL
星迷	IDOL
铁粉	IDOL

# ==== COLLEAGUE ====
同事	COLLEAGUE
搭档	COLLEAGUE
战友	COLLEAGUE
上司	COLLEAGUE
下属	COLLEAGUE
老板	COLLEAGUE
工作搭档	COLLEAGUE
合作伙伴	COLLEAGUE
合作对象	COLLEAGUE
同僚	COLLEAGUE
共事	COLLEAGUE
一起共事	COLLEAGUE
职场同事	COLLEAGUE
公司同事	COLLEAGUE
部门同事	COLLEAGUE
项目搭档	COLLEAGUE
生意伙伴	COLLEAGUE
生意搭档	COLLEAGUE
事业伙伴	COLLEAGUE
工作伙伴	COLLEAGUE
领导	COLLEAGUE
主管	COLLEAGUE
经理	COLLEAGUE
下级	COLLEAGUE
上级	COLLEAGUE
组员	COLLEAGUE
队友	COLLEAGUE
同组	COLLEAGUE
协作者	COLLEAGUE
业务搭档	COLLEAGUE
同事关系	COLLEAGUE
职场关系	COLLEAGUE
同事情谊	COLLEAGUE
革命战友	COLLEAGUE
并肩作战	COLLEAGUE
一起打拼	COLLEAGUE
创业搭档	COLLEAGUE
合伙人	COLLEAGUE
事业搭子	COLLEAGUE
打工搭子	COLLEAGUE
工位邻居	COLLEAGUE
顶头上司	COLLEAGUE
直属领导	COLLEAGUE
职场搭档	COLLEAGUE
同事兼朋友	COLLEAGUE

# ==== FRIEND ====
friend	FRIEND
朋友	FRIEND
普通朋友	FRIEND
好友	FRIEND
一般朋友	FRIEND
友人	FRIEND
老朋友	FRIEND
旧友	FRIEND
故友	FRIEND
友情	FRIEND
朋友关系	FRIEND
交情	FRIEND
交心的朋友	FRIEND
要好的朋友	FRIEND
相熟的朋友	FRIEND
处得来的	FRIEND
聊得来的	FRIEND
谈得来	FRIEND
关系不错	FRIEND
关系挺好	FRIEND
还算朋友	FRIEND
朋友一场	FRIEND
有交情	FRIEND
有交往	FRIEND
朋友之情	FRIEND
点赞之交	FRIEND
饭搭子	FRIEND
玩得来的	FRIEND
合得来	FRIEND
熟识	FRIEND
相识多年	FRIEND
认识多年	FRIEND
老相识	FRIEND
老熟人	FRIEND
彼此朋友	FRIEND
君子之交	FRIEND
普通友人	FRIEND
朋友身份	FRIEND
友谊	FRIEND
还不错的朋友	FRIEND
相处融洽	FRIEND
处得不错	FRIEND
交好	FRIEND
相知	FRIEND
朋友情分	FRIEND
友善关系	FRIEND

# ==== CLOSE_FRIEND ====
closefriend	CLOSE_FRIEND
好朋友	CLOSE_FRIEND
死党	CLOSE_FRIEND
损友	CLOSE_FRIEND
铁哥们	CLOSE_FRIEND
铁瓷	CLOSE_FRIEND
发小死党	CLOSE_FRIEND
好哥们	CLOSE_FRIEND
好姐妹	CLOSE_FRIEND
闺中密友	CLOSE_FRIEND
好兄弟	CLOSE_FRIEND
老铁	CLOSE_FRIEND
过命交情	CLOSE_FRIEND
生死之交	CLOSE_FRIEND
莫逆之交	CLOSE_FRIEND
患难之交	CLOSE_FRIEND
刎颈之交	CLOSE_FRIEND
知交	CLOSE_FRIEND
至交	CLOSE_FRIEND
密友	CLOSE_FRIEND
好友死党	CLOSE_FRIEND
亲密好友	CLOSE_FRIEND
要好死党	CLOSE_FRIEND
老友	CLOSE_FRIEND
多年好友	CLOSE_FRIEND
无话不谈的朋友	CLOSE_FRIEND
最好的朋友	CLOSE_FRIEND
头号朋友	CLOSE_FRIEND
铁杆朋友	CLOSE_FRIEND
一辈子的朋友	CLOSE_FRIEND
好基友	CLOSE_FRIEND
基友	CLOSE_FRIEND
好姐们	CLOSE_FRIEND
亲密战友	CLOSE_FRIEND
过命兄弟	CLOSE_FRIEND
过命姐妹	CLOSE_FRIEND
死忠好友	CLOSE_FRIEND
形影不离的朋友	CLOSE_FRIEND
最铁的	CLOSE_FRIEND
最铁的朋友	CLOSE_FRIEND
铁子	CLOSE_FRIEND
老铁死党	CLOSE_FRIEND
知心朋友	CLOSE_FRIEND
贴心好友	CLOSE_FRIEND
要好的哥们	CLOSE_FRIEND
要好的姐妹	CLOSE_FRIEND

# ==== BEST_FRIEND ====
挚友	BEST_FRIEND
闺蜜	BEST_FRIEND
知己	BEST_FRIEND
灵魂伴侣	BEST_FRIEND
互相依赖	BEST_FRIEND
红颜知己	BEST_FRIEND
蓝颜知己	BEST_FRIEND
知音	BEST_FRIEND
生死挚友	BEST_FRIEND
一生挚友	BEST_FRIEND
灵魂知己	BEST_FRIEND
唯一的知己	BEST_FRIEND
此生挚友	BEST_FRIEND
头号闺蜜	BEST_FRIEND
最好的闺蜜	BEST_FRIEND
唯一挚友	BEST_FRIEND
知心挚友	BEST_FRIEND
毕生知己	BEST_FRIEND
soulmate	BEST_FRIEND
bestfriend	BEST_FRIEND
bff	BEST_FRIEND
相互依赖	BEST_FRIEND
彼此依赖	BEST_FRIEND
相依为命	BEST_FRIEND
难得知己	BEST_FRIEND
高山流水	BEST_FRIEND
伯牙子期	BEST_FRIEND
心灵相通的人	BEST_FRIEND
懂我的人	BEST_FRIEND
最懂我的人	BEST_FRIEND
无话不谈的知己	BEST_FRIEND
一生一世的朋友	BEST_FRIEND
闺蜜情深	BEST_FRIEND
挚友闺蜜	BEST_FRIEND
生命里的知己	BEST_FRIEND
灵魂之交	BEST_FRIEND
精神知己	BEST_FRIEND
此生知己	BEST_FRIEND
独一无二的挚友	BEST_FRIEND
唯一的挚友	BEST_FRIEND
命中挚友	BEST_FRIEND
最深的知己	BEST_FRIEND
心照不宣的知己	BEST_FRIEND
彼此的灵魂伴侣	BEST_FRIEND

# ==== CHILDHOOD ====
青梅竹马	CHILDHOOD
发小	CHILDHOOD
竹马	CHILDHOOD
青梅	CHILDHOOD
儿时玩伴	CHILDHOOD
从小玩到大	CHILDHOOD
从小一起长大	CHILDHOOD
总角之交	CHILDHOOD
一起长大的	CHILDHOOD
邻家玩伴	CHILDHOOD
光屁股长大的	CHILDHOOD
小时候的玩伴	CHILDHOOD
打小认识	CHILDHOOD
打小一起	CHILDHOOD
儿时伙伴	CHILDHOOD
童年玩伴	CHILDHOOD
童年好友	CHILDHOOD
青梅竹马的	CHILDHOOD
两小无猜	CHILDHOOD
竹马青梅	CHILDHOOD
发小情谊	CHILDHOOD
从小的玩伴	CHILDHOOD
小时候的邻居	CHILDHOOD
一块长大的	CHILDHOOD
街坊发小	CHILDHOOD
儿时旧识	CHILDHOOD
少时玩伴	CHILDHOOD
孩提玩伴	CHILDHOOD
青梅竹马之交	CHILDHOOD
打小的交情	CHILDHOOD
同村发小	CHILDHOOD
一个院的	CHILDHOOD
大院发小	CHILDHOOD
从小的朋友	CHILDHOOD
总角之好	CHILDHOOD
儿时同伴	CHILDHOOD
童年伙伴	CHILDHOOD
少时旧友	CHILDHOOD
打小玩到大	CHILDHOOD
从小认识的	CHILDHOOD
青梅竹马两小无猜	CHILDHOOD
小时候一起玩的	CHILDHOOD
打小的发小	CHILDHOOD
一起长大的发小	CHILDHOOD

# ==== CRUSH ====
暗恋	CRUSH
暗恋中	CRUSH
暗恋对象	CRUSH
单恋	CRUSH
单相思	CRUSH
偷偷喜欢	CRUSH
心上人	CRUSH
心仪对象	CRUSH
心仪的人	CRUSH
意中人	CRUSH
梦中情人	CRUSH
女神	CRUSH
男神	CRUSH
喜欢的人	CRUSH
偷偷爱慕	CRUSH
默默喜欢	CRUSH
单方面喜欢	CRUSH
暗恋的对象	CRUSH
一厢情愿	CRUSH
暗自倾心	CRUSH
心动的人	CRUSH
悄悄喜欢	CRUSH
单向暗恋	CRUSH
偷偷心动	CRUSH
朝思暮想的人	CRUSH
念念不忘的人	CRUSH
暗恋许久	CRUSH
暗自喜欢	CRUSH
单恋对象	CRUSH
痴心暗恋	CRUSH
暗恋的女孩	CRUSH
暗恋的男孩	CRUSH
心里的那个人	CRUSH
偷偷惦记的人	CRUSH
暗恋很久了	CRUSH
单相思对象	CRUSH
一见钟情的人	CRUSH
悄悄爱慕	CRUSH
默默暗恋	CRUSH
单恋许久	CRUSH
暗恋的学长	CRUSH
暗恋的学姐	CRUSH
暗恋的同桌	CRUSH
偷偷喜欢的人	CRUSH

# ==== AMBIGUOUS ====
暧昧	AMBIGUOUS
暧昧对象	AMBIGUOUS
若即若离	AMBIGUOUS
欢喜冤家	AMBIGUOUS
冤家	AMBIGUOUS
暧昧关系	AMBIGUOUS
暧昧期	AMBIGUOUS
搞暧昧	AMBIGUOUS
若有若无	AMBIGUOUS
似有若无	AMBIGUOUS
说不清的关系	AMBIGUOUS
暧昧不清	AMBIGUOUS
有点意思	AMBIGUOUS
互有好感	AMBIGUOUS
彼此有意	AMBIGUOUS
半推半就	AMBIGUOUS
将暧未暧	AMBIGUOUS
欲说还休	AMBIGUOUS
暧昧不明	AMBIGUOUS
模糊关系	AMBIGUOUS
介于朋友和恋人之间	AMBIGUOUS
比朋友多一点	AMBIGUOUS
超越友谊	AMBIGUOUS
朋友以上恋人未满	AMBIGUOUS
不清不楚	AMBIGUOUS
纠缠不清	AMBIGUOUS
眉来眼去	AMBIGUOUS
打情骂俏的关系	AMBIGUOUS
有暧昧	AMBIGUOUS
互撩	AMBIGUOUS
互相试探	AMBIGUOUS
彼此心照不宣	AMBIGUOUS
暧昧拉扯	AMBIGUOUS
暧昧的对象	AMBIGUOUS
若隐若现的关系	AMBIGUOUS
暧昧的男生	AMBIGUOUS
暧昧的女生	AMBIGUOUS
似是而非的关系	AMBIGUOUS
欲拒还迎	AMBIGUOUS
有戏没戏说不清	AMBIGUOUS
半明半暗的关系	AMBIGUOUS
暧昧纠缠	AMBIGUOUS
将近恋人	AMBIGUOUS
暧昧氛围	AMBIGUOUS

# ==== LOVER ====
lover	LOVER
恋人	LOVER
热恋期	LOVER
冷战中	LOVER
复合期	LOVER
相爱相杀	LOVER
男朋友	LOVER
女朋友	LOVER
男友	LOVER
女友	LOVER
对象	LOVER
男票	LOVER
女票	LOVER
爱人	LOVER
情侣	LOVER
恋爱对象	LOVER
小情侣	LOVER
热恋中	LOVER
恋爱中	LOVER
情人	LOVER
相恋	LOVER
谈恋爱	LOVER
处对象	LOVER
正在热恋	LOVER
男盆友	LOVER
女盆友	LOVER
恋爱关系	LOVER
初恋	LOVER
恋爱期	LOVER
甜蜜情侣	LOVER
异地恋	LOVER
官宣对象	LOVER
正牌女友	LOVER
正牌男友	LOVER
女神友	LOVER
恋爱ing	LOVER
热恋情侣	LOVER
小男友	LOVER
小女友	LOVER
恋爱搭子	LOVER
cp	LOVER
情侣关系	LOVER
相恋中	LOVER
热恋对象	LOVER
男女朋友	LOVER
谈着的对象	LOVER
恋爱进行时	LOVER
初恋对象	LOVER
冷战期的恋人	LOVER
复合的恋人	LOVER
刚在一起	LOVER

# ==== SPOUSE ====
partner	SPOUSE
老夫老妻	SPOUSE
伴侣	SPOUSE
老公	SPOUSE
老婆	SPOUSE
丈夫	SPOUSE
妻子	SPOUSE
未婚夫	SPOUSE
未婚妻	SPOUSE
夫妻	SPOUSE
配偶	SPOUSE
结发夫妻	SPOUSE
另一半	SPOUSE
太太	SPOUSE
先生	SPOUSE
相公	SPOUSE
娘子	SPOUSE
媳妇	SPOUSE
老伴	SPOUSE
爱妻	SPOUSE
爱夫	SPOUSE
结婚对象	SPOUSE
已婚伴侣	SPOUSE
糟糠之妻	SPOUSE
贤内助	SPOUSE
夫人	SPOUSE
内人	SPOUSE
拙荆	SPOUSE
枕边人	SPOUSE
结婚了	SPOUSE
法定配偶	SPOUSE
夫妻关系	SPOUSE
恩爱夫妻	SPOUSE
老两口	SPOUSE
患难夫妻	SPOUSE
一辈子的伴侣	SPOUSE
执子之手	SPOUSE
白头偕老	SPOUSE
结婚多年	SPOUSE
新婚夫妻	SPOUSE
相濡以沫	SPOUSE
结婚的伴侣	SPOUSE
终身伴侣	SPOUSE
携手一生	SPOUSE
夫妻档	SPOUSE
我的丈夫	SPOUSE
我的妻子	SPOUSE

# ==== FAMILY ====
家人	FAMILY
爸爸	FAMILY
妈妈	FAMILY
父亲	FAMILY
母亲	FAMILY
哥哥	FAMILY
姐姐	FAMILY
弟弟	FAMILY
妹妹	FAMILY
干爹	FAMILY
干妈	FAMILY
爷爷	FAMILY
奶奶	FAMILY
外公	FAMILY
外婆	FAMILY
姥姥	FAMILY
姥爷	FAMILY
叔叔	FAMILY
阿姨	FAMILY
舅舅	FAMILY
姑姑	FAMILY
表哥	FAMILY
表姐	FAMILY
堂哥	FAMILY
堂姐	FAMILY
儿子	FAMILY
女儿	FAMILY
孙子	FAMILY
孙女	FAMILY
亲人	FAMILY
家属	FAMILY
一家人	FAMILY
血亲	FAMILY
至亲	FAMILY
亲戚	FAMILY
老爸	FAMILY
老妈	FAMILY
老爹	FAMILY
老娘	FAMILY
干兄妹	FAMILY
干姐妹	FAMILY
干兄弟	FAMILY
义父	FAMILY
义母	FAMILY
家里人	FAMILY
父母	FAMILY
亲生父母	FAMILY

# ==== MENTORSHIP ====
师父	MENTORSHIP
师傅	MENTORSHIP
老师	MENTORSHIP
师徒	MENTORSHIP
师生	MENTORSHIP
导师	MENTORSHIP
前辈	MENTORSHIP
恩师	MENTORSHIP
徒弟	MENTORSHIP
学生	MENTORSHIP
弟子	MENTORSHIP
门徒	MENTORSHIP
授业恩师	MENTORSHIP
师尊	MENTORSHIP
师兄	MENTORSHIP
师姐	MENTORSHIP
师弟	MENTORSHIP
师妹	MENTORSHIP
门生	MENTORSHIP
教练	MENTORSHIP
班主任	MENTORSHIP
任课老师	MENTORSHIP
指导老师	MENTORSHIP
带教老师	MENTORSHIP
入门师父	MENTORSHIP
开山师父	MENTORSHIP
再传弟子	MENTORSHIP
关门弟子	MENTORSHIP
徒儿	MENTORSHIP
学徒	MENTORSHIP
老师和学生	MENTORSHIP
师徒关系	MENTORSHIP
师生关系	MENTORSHIP
传道授业	MENTORSHIP
亦师	MENTORSHIP
家教老师	MENTORSHIP
私塾先生	MENTORSHIP
武术师父	MENTORSHIP
启蒙老师	MENTORSHIP
授业师父	MENTORSHIP
指点我的前辈	MENTORSHIP
职场前辈	MENTORSHIP
引路人	MENTORSHIP
衣钵传人	MENTORSHIP
师门	MENTORSHIP

# ==== SERVANT ====
主人	SERVANT
仆人	SERVANT
主仆	SERVANT
管家	SERVANT
侍从	SERVANT
佣人	SERVANT
下人	SERVANT
家仆	SERVANT
随从	SERVANT
奴仆	SERVANT
婢女	SERVANT
丫鬟	SERVANT
侍女	SERVANT
书童	SERVANT
扈从	SERVANT
主子	SERVANT
少爷	SERVANT
小姐的丫鬟	SERVANT
贴身侍从	SERVANT
贴身丫鬟	SERVANT
契约关系	SERVANT
契约仆从	SERVANT
主仆契约	SERVANT
忠仆	SERVANT
家臣	SERVANT
门客	SERVANT
侍卫	SERVANT
护卫	SERVANT
跟班	SERVANT
小厮	SERVANT
使唤丫头	SERVANT
贴身书童	SERVANT
主人和仆人	SERVANT
效忠对象	SERVANT
契约主仆	SERVANT
女仆	SERVANT
男仆	SERVANT
仆役	SERVANT
奴婢	SERVANT
仆从	SERVANT
服侍的人	SERVANT
伺候的人	SERVANT
听命于我的人	SERVANT
主从关系	SERVANT

# ==== EX ====
前任	EX
前男友	EX
前女友	EX
前夫	EX
前妻	EX
藕断丝连	EX
旧爱	EX
前对象	EX
前恋人	EX
前度	EX
ex	EX
exboyfriend	EX
exgirlfriend	EX
分手的	EX
已分手	EX
分了手的	EX
旧情人	EX
前情人	EX
昔日恋人	EX
旧日恋人	EX
分手对象	EX
前女神友	EX
前男盆友	EX
前女盆友	EX
刚分手	EX
分手不久	EX
破镜难圆	EX
旧爱重逢	EX
前任对象	EX
已经分手	EX
分开的恋人	EX
昔日情人	EX
曾经的恋人	EX
过气恋人	EX
散了的恋人	EX
前男票	EX
前女票	EX
前男	EX
前女	EX
已成前任	EX
前配偶	EX
离婚对象	EX
离了婚的	EX
分手的男友	EX
分手的女友	EX
旧情难忘	EX

# ==== RIVAL ====
rival	RIVAL
竞争对手	RIVAL
对手	RIVAL
死对头	RIVAL
劲敌	RIVAL
对头	RIVAL
竞争者	RIVAL
冤家对头	RIVAL
老对手	RIVAL
头号对手	RIVAL
商业对手	RIVAL
赛场对手	RIVAL
职场对手	RIVAL
棋逢对手	RIVAL
势均力敌的对手	RIVAL
针锋相对的人	RIVAL
较劲的对象	RIVAL
比拼对象	RIVAL
竞争关系	RIVAL
对峙的对手	RIVAL
抗衡的对手	RIVAL
老冤家	RIVAL
不打不相识	RIVAL
欢喜对手	RIVAL
一较高下的人	RIVAL
争锋相对	RIVAL
同台竞技者	RIVAL
强劲对手	RIVAL
难缠的对手	RIVAL
对垒的人	RIVAL
对抗关系	RIVAL
较量的对象	RIVAL
battle对象	RIVAL
竞技对手	RIVAL
擂台对手	RIVAL
比赛对手	RIVAL
宿命对手	RIVAL
势不两立的对手	RIVAL
水火不容的对手	RIVAL
针尖麦芒的对手	RIVAL
不服气的对手	RIVAL
较劲的对手	RIVAL
一直较劲的人	RIVAL
死磕的对手	RIVAL
竞争死对头	RIVAL

# ==== NEMESIS ====
nemesis	NEMESIS
宿敌	NEMESIS
仇人	NEMESIS
死敌	NEMESIS
仇敌	NEMESIS
世仇	NEMESIS
不共戴天	NEMESIS
血海深仇	NEMESIS
杀父仇人	NEMESIS
不共戴天之仇	NEMESIS
深仇大恨	NEMESIS
夙敌	NEMESIS
天敌	NEMESIS
头号大敌	NEMESIS
不死不休	NEMESIS
仇怨	NEMESIS
恩怨	NEMESIS
结仇	NEMESIS
仇家	NEMESIS
冤仇	NEMESIS
苦大仇深	NEMESIS
生死仇敌	NEMESIS
不共戴天的仇人	NEMESIS
血仇	NEMESIS
杀母仇人	NEMESIS
灭门仇人	NEMESIS
毕生之敌	NEMESIS
此生仇敌	NEMESIS
不死不休的敌人	NEMESIS
恨之入骨的人	NEMESIS
死仇	NEMESIS
夺妻之恨	NEMESIS
切齿仇恨	NEMESIS
刻骨仇恨	NEMESIS
势不两立的仇敌	NEMESIS
不共戴天的死敌	NEMESIS
毕生宿敌	NEMESIS
累世宿敌	NEMESIS
解不开的仇	NEMESIS
血债累累的仇人	NEMESIS
誓不两立	NEMESIS
夺命仇家	NEMESIS
不死方休的宿敌	NEMESIS
恨到骨子里的人	NEMESIS
死磕到底的仇敌	NEMESIS
